ucb,ts,ovr,egr,egr2,agr,agr2,efr,ac,aac,sft
30,30,30,31,30,28,31,37,37,37,30
26,26,26,23,28,26,26,36,36,36,26
27,27,27,28,29,32,26,37,37,37,29
20,20,20,21,21,27,23,38,38,38,20
23,23,23,22,22,24,27,36,36,36,25
19,19,19,18,21,20,20,37,37,37,20
25,25,25,25,23,24,24,37,37,37,25
28,28,28,27,27,28,29,38,38,38,28
24,24,24,22,22,22,23,38,38,38,24
19,19,19,18,19,19,19,38,38,38,19
22,22,22,25,25,23,22,37,37,37,22
25,25,25,26,24,26,27,37,37,37,26
22,22,22,21,21,22,22,37,37,37,23
24,24,24,25,22,22,23,38,38,38,22
15,15,15,17,19,30,15,38,38,38,14
30,30,30,31,30,26,31,38,38,38,30
23,23,23,24,23,31,23,37,37,37,24
26,26,26,27,28,26,26,37,37,37,26
24,24,24,25,24,21,23,37,37,37,24
30,30,30,30,27,24,28,38,38,38,28
31,31,31,32,34,22,31,37,37,37,30
31,31,31,30,30,31,31,36,36,36,31
26,26,26,24,24,27,24,36,36,36,27
33,33,33,32,26,28,33,36,36,36,33
24,24,24,23,25,27,23,38,38,38,27
27,27,27,29,29,28,24,36,36,36,27
26,26,26,28,31,22,26,40,40,40,24
27,27,27,26,26,21,28,36,36,36,28
32,32,32,30,32,27,33,35,35,35,32
21,21,21,22,21,28,23,33,33,33,23
29,29,29,29,27,24,30,32,32,32,31
26,26,26,26,24,22,27,35,35,35,23
21,21,21,23,24,28,22,35,35,35,21
30,30,30,28,25,23,31,35,35,35,30
31,31,31,30,32,21,32,35,35,35,32
29,29,29,31,31,26,29,35,35,35,29
25,25,25,25,24,26,26,40,40,40,26
29,29,29,27,25,21,29,40,40,40,29
21,21,21,22,21,27,22,40,40,40,20
24,24,24,26,27,28,26,40,40,40,24
28,28,28,27,25,26,27,40,40,40,28
28,28,28,28,27,33,28,40,40,40,27
27,27,27,24,22,18,27,36,36,36,27
27,27,27,25,27,22,26,35,35,35,25
23,23,23,23,24,29,23,33,33,33,24
26,26,26,27,29,22,27,30,30,30,27
16,16,16,14,19,23,15,30,30,30,15
29,29,29,30,34,27,29,30,30,30,29
29,29,29,28,29,29,29,30,30,30,28
24,24,24,25,21,30,24,30,30,30,24
25,25,25,24,26,23,26,30,30,30,25
24,24,24,27,27,22,23,30,30,30,24
21,21,21,20,21,21,22,30,30,30,21
20,20,20,20,21,20,21,30,30,30,20
22,22,22,22,23,25,23,30,30,30,23
26,26,26,25,31,22,26,30,30,30,26
30,30,30,31,33,28,31,30,30,30,30
25,25,25,25,21,32,25,30,30,30,24
28,28,28,31,32,28,29,30,30,30,26
21,21,21,22,21,27,23,30,30,30,21
21,21,21,23,25,28,19,30,30,30,21
27,27,27,27,30,18,28,30,30,30,27
24,24,24,23,26,24,24,30,30,30,24
29,29,29,29,26,24,29,30,30,30,30
26,26,26,27,28,29,26,30,30,30,26
23,23,23,22,21,23,24,30,30,30,23
29,29,29,29,24,27,29,30,30,30,29
28,28,28,29,24,26,28,30,30,30,28
23,23,23,25,22,26,24,30,30,30,23
29,29,29,28,26,28,28,30,30,30,29
29,29,29,28,29,32,29,30,30,30,28
29,29,29,32,32,29,28,30,30,30,29
18,18,18,19,19,21,19,30,30,30,19
26,26,26,26,26,22,26,30,30,30,26
24,24,24,24,24,26,24,27,27,27,23
27,27,27,26,28,25,26,28,28,28,27
28,28,28,28,28,27,28,28,28,28,28
26,26,26,22,24,23,24,27,27,27,26
16,16,16,17,17,25,16,29,29,29,17
19,19,19,18,18,29,19,26,26,26,19
24,24,24,24,25,25,26,30,30,30,24
27,27,27,26,24,25,27,31,31,31,27
25,25,25,22,25,25,26,32,32,32,25
20,20,20,19,20,20,20,32,32,32,21
20,20,20,22,22,22,19,30,30,30,20
23,23,23,23,24,24,23,31,31,31,23
25,25,25,25,27,24,26,32,32,32,25
24,24,24,25,21,25,25,32,32,32,24
30,30,30,28,29,31,29,30,30,30,30
26,26,26,25,27,26,25,31,31,31,26
32,32,32,32,33,28,30,32,32,32,32
24,24,24,23,24,22,23,32,32,32,24
25,25,25,25,25,28,24,30,30,30,26
27,27,27,27,28,30,27,31,31,31,27
24,24,24,24,21,28,24,32,32,32,24
27,27,27,25,25,28,27,32,32,32,26
21,21,21,21,22,21,21,30,30,30,22
28,28,28,29,28,27,28,31,31,31,28
21,21,21,20,19,26,22,32,32,32,20
27,27,27,27,27,25,27,32,32,32,27
19,19,19,20,18,17,19,30,30,30,19
27,27,27,28,27,27,27,31,31,31,27
22,22,22,23,23,20,22,32,32,32,22
25,25,25,24,30,29,25,32,32,32,25
32,32,32,33,34,28,32,30,30,30,32
28,28,28,27,26,28,30,31,31,31,28
23,23,23,23,24,18,23,32,32,32,22
30,30,30,31,31,25,30,32,32,32,31
26,26,26,25,28,26,26,35,35,35,26
21,21,21,20,24,22,20,35,35,35,21
21,21,21,21,21,21,20,36,36,36,21
25,25,25,25,25,24,24,36,36,36,25
21,21,21,21,22,24,21,36,36,36,23
22,22,22,21,25,24,22,36,36,36,22
24,24,24,24,21,25,24,36,36,36,24
18,18,18,18,18,20,17,34,34,34,18
6,6,6,6,5,6,6,8,8,8,6
