ucb,ts,ovr,egr,egr2,agr,agr2,efr,ac,aac,sft
28,28,28,29,29,23,27,46,46,46,28
25,25,25,25,25,25,26,46,46,46,25
27,27,27,27,27,26,26,46,46,46,27
22,22,22,22,25,23,22,47,47,47,24
20,20,20,21,23,22,20,46,46,46,20
26,26,26,26,27,29,26,46,46,46,26
28,28,28,28,28,26,27,46,46,46,28
23,23,23,25,22,28,22,46,46,46,24
30,30,30,30,29,31,30,46,46,46,30
26,26,26,28,27,28,26,47,47,47,26
26,26,26,27,28,20,25,46,46,46,26
30,30,30,29,27,29,30,46,46,46,30
28,28,28,29,28,25,27,46,46,46,28
24,24,24,23,25,25,24,46,46,46,24
27,27,27,27,28,20,27,46,46,46,27
27,27,27,26,24,24,27,46,46,46,27
26,26,26,26,28,25,26,47,47,47,27
27,27,27,28,26,23,26,46,46,46,27
19,19,19,23,20,21,19,46,46,46,19
28,28,28,27,25,27,29,46,46,46,27
28,28,28,27,27,34,28,46,46,46,29
21,21,21,20,22,29,21,46,46,46,22
27,27,27,27,27,28,27,47,47,47,27
31,31,31,31,30,24,31,46,46,46,31
30,30,30,30,29,25,30,46,46,46,30
28,28,28,30,29,27,28,46,46,46,28
28,28,28,26,27,26,29,46,46,46,28
27,27,27,26,26,27,27,46,46,46,27
21,21,21,20,19,29,21,46,46,46,21
27,27,27,29,28,22,27,47,47,47,27
23,23,23,22,20,18,23,46,46,46,22
26,26,26,27,27,33,26,46,46,46,26
17,17,17,18,17,16,15,46,46,46,17
24,24,24,22,19,22,24,46,46,46,24
24,24,24,24,23,25,24,46,46,46,24
26,26,26,26,29,27,26,47,47,47,26
27,27,27,27,27,26,27,46,46,46,27
20,20,20,19,21,21,21,46,46,46,20
22,22,22,23,26,24,22,46,46,46,22
24,24,24,23,24,24,24,46,46,46,24
34,34,34,33,34,32,34,46,46,46,34
28,28,28,26,27,29,28,46,46,46,27
33,33,33,34,33,28,33,47,47,47,33
24,24,24,25,28,26,24,46,46,46,24
23,23,23,23,23,23,24,46,46,46,23
27,27,27,28,27,27,27,46,46,46,29
29,29,29,28,31,27,29,46,46,46,29
23,23,23,24,26,22,24,46,46,46,23
16,16,16,14,14,25,16,47,47,47,16
24,24,24,23,21,25,24,46,46,46,24
22,22,22,23,23,24,22,46,46,46,22
26,26,26,26,27,22,26,46,46,46,25
22,22,22,24,25,25,22,45,45,45,22
28,28,28,29,29,27,28,46,46,46,28
26,26,26,26,25,21,26,46,46,46,26
24,24,24,24,27,29,24,45,45,45,24
23,23,23,24,29,26,22,45,45,45,23
30,30,30,30,33,25,30,44,44,44,30
7,7,7,7,6,8,7,14,14,14,7
