ucb,ts,ovr,egr,egr2,agr,agr2,efr,ac,aac,sft
24,24,24,22,23,22,26,50,49,48,21
24,24,24,26,25,22,27,50,50,48,25
28,28,28,24,24,31,30,50,48,50,30
25,25,25,25,26,20,25,50,50,50,24
29,29,29,28,26,27,28,50,49,48,25
29,29,29,25,25,23,25,50,49,48,29
21,21,21,22,22,28,21,50,47,45,20
23,23,23,24,21,25,24,50,49,50,24
24,24,24,23,21,24,23,50,46,49,26
25,25,25,23,26,25,25,50,50,49,28
23,23,23,25,26,24,22,50,49,48,23
20,20,20,17,16,23,25,50,50,47,21
25,25,25,26,26,25,25,50,49,49,24
28,28,28,29,27,28,31,50,46,49,29
24,24,24,24,22,21,24,50,50,49,21
25,25,25,23,26,23,22,50,48,50,26
29,29,29,27,28,31,28,50,45,49,28
36,36,36,36,35,21,36,50,49,50,35
27,27,27,25,23,26,25,50,48,48,28
19,19,19,19,18,24,21,50,49,49,16
17,17,17,14,17,24,16,50,49,50,17
32,32,32,26,27,30,31,50,47,47,34
29,29,29,31,29,33,25,50,50,49,29
20,20,20,18,19,23,20,50,49,49,19
25,25,25,27,26,21,23,50,47,50,27
26,26,26,28,31,28,28,50,49,49,24
21,21,21,20,22,24,20,50,48,49,21
28,28,28,24,23,20,28,50,49,46,32
25,25,25,27,26,25,28,50,49,49,25
16,16,16,15,16,25,15,50,49,50,16
34,34,34,31,31,34,34,50,48,50,31
27,27,27,25,25,27,26,50,50,49,29
25,25,25,27,23,25,24,50,50,49,28
25,25,25,30,31,27,29,50,48,49,27
28,28,28,28,32,27,26,50,49,49,26
22,22,22,25,24,23,24,50,48,48,22
25,25,25,24,24,27,27,50,49,49,23
25,25,25,23,22,21,26,50,48,46,26
23,23,23,22,21,22,22,50,49,50,26
26,26,26,25,23,23,24,50,49,48,26
24,24,24,23,23,25,22,50,50,50,25
23,23,23,19,21,21,21,50,48,49,23
33,33,33,34,33,31,36,50,48,48,34
28,28,28,25,28,30,28,50,49,50,28
22,22,22,23,24,27,23,50,48,48,22
26,26,26,27,25,27,25,50,48,49,26
25,25,25,26,26,28,29,50,50,48,27
18,18,18,17,18,21,17,50,50,49,19
22,22,22,22,22,23,23,50,49,48,22
30,30,30,29,29,28,27,50,50,50,30
22,22,22,20,20,20,21,50,50,49,22
17,17,17,18,21,15,17,50,50,50,17
25,25,25,24,24,22,25,50,50,48,25
24,24,24,27,27,25,26,50,50,50,25
21,21,21,22,22,23,21,50,49,49,22
24,24,24,25,24,22,23,50,49,49,22
25,25,25,27,27,30,25,50,50,48,24
30,30,30,29,28,30,31,50,50,48,29
28,28,28,27,24,34,28,50,50,49,29
29,29,29,30,31,27,29,50,50,49,29
23,23,23,24,25,20,22,50,49,49,23
26,26,26,26,27,26,26,50,50,48,26
28,28,28,27,27,21,28,50,50,50,27
31,31,31,30,30,33,31,50,50,50,31
24,24,24,24,24,25,24,50,49,50,25
29,29,29,28,24,34,29,50,49,50,29
24,24,24,23,23,23,23,50,50,49,27
31,31,31,31,33,28,30,50,48,50,31
20,20,20,24,25,24,20,50,50,50,20
27,27,27,26,28,23,26,50,49,49,28
31,31,31,29,27,26,32,50,49,49,31
26,26,26,27,28,25,24,50,50,50,26
31,31,31,31,31,26,32,50,48,48,33
29,29,29,29,27,27,28,50,50,49,26
24,24,24,24,23,29,27,50,50,49,24
16,16,16,18,17,21,15,37,36,36,17
