ucb,ts,ovr,egr,egr2,agr,agr2,efr,ac,aac,sft
22,22,22,22,21,20,22,10,10,10,22
28,28,28,29,27,22,29,10,10,10,28
28,28,28,28,27,27,28,10,10,10,29
25,25,25,26,32,28,25,10,10,10,25
24,24,24,24,24,27,25,10,10,10,24
26,26,26,24,25,24,28,10,10,10,25
26,26,26,25,25,24,27,10,10,10,23
26,26,26,26,23,27,27,10,10,10,25
27,27,27,24,22,27,27,10,10,10,27
23,23,23,24,23,23,23,10,10,10,22
20,20,20,23,23,26,20,10,10,10,20
25,25,25,24,28,27,26,10,10,10,25
26,26,26,27,27,22,25,10,10,10,26
23,23,23,26,25,23,24,10,10,10,23
26,26,26,26,27,30,27,10,10,10,26
20,20,20,24,21,19,21,10,10,10,21
28,28,28,27,25,26,28,10,10,10,28
26,26,26,25,23,22,25,10,10,10,26
21,21,21,21,21,22,21,10,10,10,22
24,24,24,23,24,24,25,10,10,10,24
19,19,19,22,23,23,19,10,10,10,19
19,19,19,17,21,18,19,10,10,10,19
21,21,21,21,20,24,22,10,10,10,21
22,22,22,21,22,24,22,10,10,10,22
23,23,23,23,22,26,23,10,10,10,24
20,20,20,19,22,19,20,10,10,10,20
27,27,27,26,25,23,26,10,10,10,27
29,29,29,27,26,19,31,10,10,10,29
24,24,24,23,20,22,24,10,10,10,24
31,31,31,29,28,20,30,10,10,10,31
25,25,25,26,26,24,24,10,10,10,25
25,25,25,26,21,24,25,10,10,10,24
21,21,21,22,24,25,20,10,10,10,21
30,30,30,29,29,29,31,10,10,10,31
28,28,28,28,32,30,28,10,10,10,28
27,27,27,27,23,27,27,10,10,10,28
27,27,27,28,24,21,26,14,14,14,27
19,19,19,17,17,22,19,13,13,13,19
22,22,22,22,24,25,24,11,11,11,22
27,27,27,28,26,20,27,10,10,10,26
23,23,23,24,22,25,23,10,10,10,23
28,28,28,28,23,23,26,10,10,10,28
27,27,27,26,24,23,27,11,11,11,27
23,23,23,24,25,23,24,10,10,10,23
30,30,30,31,32,26,30,10,10,10,29
26,26,26,28,28,24,25,10,10,10,26
28,28,28,26,25,27,28,10,10,10,28
21,21,21,21,19,28,22,10,10,10,21
22,22,22,23,25,21,21,10,10,10,22
22,22,22,20,19,23,23,10,10,10,22
31,31,31,28,30,17,30,10,10,10,31
18,18,18,18,17,26,18,10,10,10,18
28,28,28,29,30,20,29,10,10,10,28
23,23,23,21,17,32,22,10,10,10,22
24,24,24,24,27,23,24,10,10,10,24
24,24,24,24,23,22,24,10,10,10,24
23,23,23,27,25,28,23,10,10,10,22
21,21,21,21,20,21,21,10,10,10,20
19,19,19,20,21,26,19,10,10,10,19
27,27,27,26,27,24,26,10,10,10,28
29,29,29,29,29,25,29,10,10,10,29
25,25,25,26,28,23,25,10,10,10,25
24,24,24,25,22,26,24,10,10,10,24
24,24,24,25,25,32,24,10,10,10,24
27,27,27,28,28,25,27,10,10,10,27
22,22,22,21,18,24,22,10,10,10,22
21,21,21,24,31,27,23,10,10,10,21
23,23,23,25,26,26,23,10,10,10,24
22,22,22,25,25,23,22,10,10,10,23
23,23,23,22,23,21,23,10,10,10,23
20,20,20,19,19,31,21,10,10,10,20
21,21,21,21,23,21,20,10,10,10,21
23,23,23,23,23,24,24,10,10,10,23
31,31,31,31,28,26,31,10,10,10,31
30,30,30,29,27,24,30,10,10,10,30
22,22,22,22,21,27,22,10,10,10,22
26,26,26,24,26,20,27,10,10,10,26
27,27,27,27,24,22,28,10,10,10,26
28,28,28,26,27,27,28,10,10,10,28
25,25,25,25,22,29,25,10,10,10,25
30,30,30,29,28,30,31,10,10,10,30
24,24,24,25,23,23,24,10,10,10,24
24,24,24,23,24,27,25,10,10,10,24
24,24,24,25,25,27,24,10,10,10,24
24,24,24,24,23,29,24,11,11,11,24
22,22,22,23,23,27,22,11,11,11,22
27,27,27,27,27,22,27,10,10,10,26
20,20,20,17,21,20,21,11,11,11,20
26,26,26,24,23,26,26,11,11,11,26
25,25,25,26,26,20,24,11,11,11,24
22,22,22,27,27,16,22,10,10,10,23
24,24,24,25,25,20,24,11,11,11,23
23,23,23,21,19,24,23,11,11,11,23
25,25,25,25,26,32,25,10,10,10,25
23,23,23,23,20,26,23,11,11,11,23
23,23,23,23,22,26,23,11,11,11,23
23,23,23,25,24,25,22,11,11,11,23
19,19,19,20,20,19,19,10,10,10,19
22,22,22,23,22,24,22,11,11,11,22
27,27,27,25,26,26,27,11,11,11,27
25,25,25,26,26,28,25,10,10,10,26
19,19,19,20,22,24,19,11,11,11,19
26,26,26,27,24,25,24,11,11,11,26
25,25,25,25,28,27,25,11,11,11,25
27,27,27,27,26,22,27,7,7,7,27
27,27,27,27,26,26,27,8,8,8,27
26,26,26,26,26,25,26,7,7,7,26
26,26,26,25,27,25,25,8,8,8,26
28,28,28,27,24,30,28,8,8,8,28
19,19,19,22,19,19,19,9,9,9,19
21,21,21,22,23,23,21,9,9,9,21
23,23,23,25,22,24,23,9,9,9,24
15,15,15,16,15,24,15,9,9,9,15
27,27,27,26,23,25,27,9,9,9,27
26,26,26,26,28,24,25,9,9,9,26
25,25,25,24,25,25,25,10,10,10,23
27,27,27,28,27,29,27,8,8,8,27
21,21,21,24,24,22,22,10,10,10,21
30,30,30,30,32,23,30,9,9,9,30
23,23,23,24,28,30,23,9,9,9,23
27,27,27,26,28,29,27,9,9,9,27
17,17,17,17,18,31,17,9,9,9,18
32,32,32,30,29,23,32,9,9,9,32
29,29,29,28,26,26,29,9,9,9,29
23,23,23,23,26,30,23,9,9,9,23
22,22,22,22,23,25,22,9,9,9,22
26,26,26,25,24,21,25,10,10,10,26
18,18,18,18,15,25,18,8,8,8,18
25,25,25,26,25,24,25,10,10,10,25
31,31,31,28,28,18,31,9,9,9,31
26,26,26,26,23,26,27,9,9,9,26
28,28,28,25,24,25,28,9,9,9,28
19,19,19,19,20,22,19,9,9,9,19
20,20,20,20,18,24,21,9,9,9,20
25,25,25,25,22,28,25,9,9,9,25
26,26,26,25,28,23,26,9,9,9,26
23,23,23,23,20,22,22,9,9,9,23
18,18,18,19,21,22,18,10,10,10,18
25,25,25,25,28,24,25,8,8,8,24
23,23,23,25,22,24,23,10,10,10,23
20,20,20,19,20,19,20,9,9,9,20
26,26,26,27,27,22,27,9,9,9,26
18,18,18,18,23,24,18,9,9,9,18
22,22,22,21,21,22,22,9,9,9,22
30,30,30,30,29,30,29,9,9,9,30
26,26,26,28,28,34,26,9,9,9,27
24,24,24,23,24,24,24,9,9,9,24
23,23,23,24,24,27,23,9,9,9,23
27,27,27,26,26,26,27,10,10,10,27
23,23,23,24,24,23,23,8,8,8,23
29,29,29,29,29,23,29,10,10,10,29
25,25,25,24,22,27,25,9,9,9,25
24,24,24,24,28,23,24,9,9,9,24
21,21,21,21,21,21,21,9,9,9,21
27,27,27,27,24,22,27,9,9,9,27
23,23,23,22,25,25,23,10,10,10,23
23,23,23,20,20,28,23,10,10,10,23
18,18,18,17,20,27,18,14,14,14,18
