ucb,ts,ovr,egr,egr2,agr,agr2,efr,ac,aac,sft
29,29,29,30,28,25,28,50,50,50,29
19,19,19,17,16,25,19,26,26,26,19
24,24,24,25,27,25,23,0,0,0,25
22,22,22,25,25,18,22,0,0,0,21
27,27,27,28,26,19,27,0,0,0,26
25,25,25,27,27,30,25,41,41,41,25
29,29,29,29,30,24,29,50,50,50,29
28,28,28,28,29,25,28,50,50,50,28
28,28,28,28,29,27,28,50,50,50,28
28,28,28,26,27,22,29,50,50,50,28
27,27,27,26,28,27,27,50,50,50,27
25,25,25,24,21,31,25,50,50,50,25
26,26,26,28,27,23,26,50,50,50,26
24,24,24,23,21,21,24,37,37,37,25
22,22,22,21,23,21,22,0,0,0,22
33,33,33,32,31,32,31,0,0,0,33
28,28,28,30,31,28,28,0,0,0,28
26,26,26,26,27,25,26,0,0,0,26
27,27,27,27,24,24,27,0,0,0,27
21,21,21,23,23,26,21,0,0,0,21
30,30,30,31,29,29,29,0,0,0,30
24,24,24,23,20,24,24,0,0,0,24
22,22,22,23,22,26,22,0,0,0,22
18,18,18,19,20,20,18,0,0,0,18
20,20,20,22,21,21,20,0,0,0,21
16,16,16,17,18,21,16,0,0,0,16
24,24,24,23,20,26,24,0,0,0,24
25,25,25,25,25,21,26,50,50,50,25
25,25,25,26,27,25,25,50,50,50,27
30,30,30,29,30,30,30,37,37,37,30
23,23,23,22,24,24,22,0,0,0,23
35,35,35,37,37,26,35,0,0,0,35
24,24,24,25,29,29,24,0,0,0,24
26,26,26,25,25,26,26,0,0,0,26
22,22,22,22,21,30,22,0,0,0,23
26,26,26,24,23,23,26,1,1,1,26
27,27,27,26,28,24,27,23,23,23,27
24,24,24,24,25,27,24,2,2,2,24
24,24,24,24,25,21,24,11,11,11,24
26,26,26,25,20,23,27,0,0,0,26
18,18,18,18,15,21,18,0,0,0,18
25,25,25,26,25,24,25,0,0,0,25
26,26,26,23,23,23,26,0,0,0,26
27,27,27,25,24,27,28,0,0,0,27
27,27,27,24,27,24,27,0,0,0,27
22,22,22,22,21,29,22,0,0,0,22
21,21,21,21,21,25,22,0,0,0,21
27,27,27,27,26,26,27,27,27,27,27
29,29,29,28,27,24,29,50,50,50,29
28,28,28,28,31,31,29,50,50,50,28
30,30,30,29,29,30,30,50,50,50,30
24,24,24,22,23,25,24,23,23,23,23
23,23,23,25,22,24,23,0,0,0,23
25,25,25,24,25,20,25,0,0,0,25
21,21,21,22,22,21,22,0,0,0,21
21,21,21,21,22,25,21,0,0,0,21
23,23,23,24,20,27,23,0,0,0,23
23,23,23,25,26,23,24,0,0,0,23
23,23,23,25,25,29,23,0,0,0,24
19,19,19,18,19,23,19,0,0,0,19
26,26,26,27,27,28,26,0,0,0,26
19,19,19,18,20,28,19,0,0,0,19
23,23,23,24,26,23,23,0,0,0,23
23,23,23,23,23,27,23,0,0,0,23
26,26,26,27,25,28,26,0,0,0,26
31,31,31,31,31,26,31,0,0,0,31
20,20,20,20,20,20,20,0,0,0,20
21,21,21,20,21,24,21,0,0,0,21
