ucb,ts,ovr,egr,egr2,agr,agr2,efr,ac,aac,sft
25,25,25,26,28,26,25,9,9,9,26
19,19,19,20,20,17,19,10,10,10,19
25,25,25,27,27,28,25,9,9,9,24
24,24,24,25,29,23,24,9,9,9,24
25,25,25,26,28,26,26,9,9,9,22
24,24,24,24,22,27,25,9,9,9,24
28,28,28,24,25,28,28,10,10,10,30
21,21,21,22,20,23,22,10,10,10,20
24,24,24,24,26,25,23,11,11,11,24
25,25,25,24,23,30,27,11,11,11,25
25,25,25,25,27,26,26,12,12,12,23
25,25,25,25,27,25,24,12,12,12,24
24,24,24,24,25,23,25,12,12,12,24
24,24,24,24,23,29,23,11,11,11,24
22,22,22,23,23,24,23,12,12,12,23
25,25,25,25,23,16,27,11,11,11,25
28,28,28,28,27,23,27,11,11,11,27
23,23,23,25,23,29,23,12,12,12,23
27,27,27,26,25,25,26,12,12,12,28
26,26,26,26,27,22,24,12,12,12,26
23,23,23,24,20,27,24,11,11,11,23
25,25,25,25,26,22,25,11,11,11,24
28,28,28,29,31,25,28,11,11,11,28
28,28,28,28,28,29,29,12,12,12,28
28,28,28,28,27,30,26,12,12,12,29
28,28,28,27,27,24,29,12,12,12,27
27,27,27,27,28,26,28,11,11,11,26
25,25,25,24,24,27,25,12,12,12,25
24,24,24,23,24,24,24,11,11,11,25
25,25,25,24,24,29,25,11,11,11,25
25,25,25,24,26,27,26,12,12,12,25
20,20,20,25,25,26,21,12,12,12,20
25,25,25,26,25,25,24,12,12,12,25
29,29,29,31,28,31,30,11,11,11,29
27,27,27,27,26,20,26,11,11,11,28
27,27,27,26,26,27,27,11,11,11,27
28,28,28,25,25,24,27,12,12,12,28
23,23,23,23,29,22,23,12,12,12,22
22,22,22,23,22,22,23,12,12,12,24
18,18,18,21,20,24,18,11,11,11,18
29,29,29,27,27,24,27,12,12,12,29
24,24,24,24,25,27,23,11,11,11,24
19,19,19,18,19,21,19,13,13,13,19
24,24,24,24,23,29,24,9,9,9,25
21,21,21,20,23,22,21,9,9,9,21
28,28,28,29,28,28,27,9,9,9,28
24,24,24,24,25,24,24,9,9,9,24
23,23,23,22,21,25,23,9,9,9,23
31,31,31,31,26,16,28,10,10,10,31
21,21,21,22,22,20,20,8,8,8,21
27,27,27,28,23,24,27,10,10,10,26
23,23,23,24,28,17,24,8,8,8,23
34,34,34,33,33,27,33,10,10,10,33
31,31,31,31,31,29,31,9,9,9,31
24,24,24,24,22,24,24,9,9,9,25
26,26,26,27,27,22,29,9,9,9,26
25,25,25,25,25,24,25,9,9,9,25
22,22,22,20,22,25,24,9,9,9,22
28,28,28,27,27,23,28,9,9,9,27
27,27,27,28,30,27,27,10,10,10,27
26,26,26,26,21,21,24,8,8,8,26
26,26,26,25,25,26,26,10,10,10,26
27,27,27,28,31,27,26,8,8,8,27
28,28,28,29,28,28,28,10,10,10,27
29,29,29,31,29,31,28,9,9,9,29
27,27,27,25,26,26,27,9,9,9,27
18,18,18,18,18,27,17,9,9,9,18
23,23,23,24,24,24,24,9,9,9,23
21,21,21,19,20,20,22,9,9,9,21
28,28,28,27,27,20,27,9,9,9,28
20,20,20,18,17,24,20,10,10,10,20
22,22,22,23,22,24,23,8,8,8,22
23,23,23,21,21,26,24,10,10,10,20
25,25,25,25,26,24,25,5,5,5,25
21,21,21,21,20,29,21,5,5,5,21
26,26,26,30,30,23,26,5,5,5,27
32,32,32,32,27,22,32,5,5,5,31
20,20,20,21,22,25,20,5,5,5,20
24,24,24,25,26,25,25,5,5,5,23
28,28,28,28,28,26,28,5,5,5,28
30,30,30,29,27,22,30,5,5,5,30
25,25,25,26,25,27,25,5,5,5,25
31,31,31,32,32,25,31,5,5,5,31
24,24,24,25,25,20,24,5,5,5,24
23,23,23,22,23,25,23,5,5,5,23
22,22,22,25,26,28,24,5,5,5,22
30,30,30,28,27,27,30,5,5,5,29
25,25,25,24,28,24,25,5,5,5,24
22,22,22,21,20,22,22,5,5,5,22
25,25,25,24,26,26,26,5,5,5,25
22,22,22,22,24,22,21,5,5,5,22
22,22,22,22,22,23,23,5,5,5,22
25,25,25,25,24,26,25,6,6,6,23
30,30,30,29,29,24,30,10,10,10,30
22,22,22,22,25,17,22,10,10,10,22
26,26,26,26,26,26,27,10,10,10,26
29,29,29,29,28,28,30,10,10,10,28
18,18,18,18,19,17,18,10,10,10,18
23,23,23,21,22,23,23,10,10,10,23
20,20,20,21,18,28,19,10,10,10,20
24,24,24,23,23,23,24,10,10,10,24
22,22,22,23,24,25,23,12,12,12,22
24,24,24,23,21,23,24,10,10,10,24
29,29,29,29,28,30,29,12,12,12,29
25,25,25,26,22,26,25,10,10,10,25
27,27,27,27,27,20,27,12,12,12,26
22,22,22,21,23,28,23,11,11,11,22
30,30,30,32,31,28,30,11,11,11,30
28,28,28,29,27,27,27,12,12,12,29
22,22,22,23,23,20,22,10,10,10,21
25,25,25,26,24,23,25,12,12,12,24
22,22,22,22,22,21,22,10,10,10,22
27,27,27,27,24,24,27,12,12,12,27
28,28,28,28,27,23,28,10,10,10,28
24,24,24,26,25,25,24,12,12,12,24
25,25,25,27,26,27,24,11,11,11,25
26,26,26,27,25,26,26,11,11,11,26
23,23,23,24,23,21,23,12,12,12,23
24,24,24,22,23,31,24,10,10,10,24
25,25,25,26,28,30,25,12,12,12,26
24,24,24,23,23,23,24,10,10,10,24
25,25,25,24,23,24,23,12,12,12,25
30,30,30,32,29,30,30,10,10,10,30
32,32,32,32,29,27,32,12,12,12,32
30,30,30,30,29,27,30,11,11,11,30
24,24,24,26,26,27,24,11,11,11,24
28,28,28,27,27,29,27,12,12,12,28
24,24,24,23,24,26,24,10,10,10,24
20,20,20,21,18,24,20,12,12,12,20
16,16,16,17,20,22,16,10,10,10,16
20,20,20,22,23,21,20,12,12,12,21
16,16,16,17,16,19,16,10,10,10,34
26,26,26,25,22,24,26,12,12,12,26
26,26,26,26,26,30,25,11,11,11,26
26,26,26,25,28,26,26,11,11,11,24
23,23,23,24,21,23,23,12,12,12,23
25,25,25,24,24,22,24,10,10,10,25
29,29,29,31,31,22,29,12,12,12,29
22,22,22,23,27,29,22,12,12,12,22
15,15,15,15,12,14,16,13,13,13,15
