0,1:22,2:2000,3:2000,4:2000,6:1518,7:-68,8:6,9:0.969978271279,11:0.00952333888889,12:0.000396,13:0.009735,14:13,15:20,16:-101,17:-14,18:9,19:-10,20:171.875,21:34.546,22:145.486,23:37.523,24:534,25:5.76014399101,26:0.02,27:0.00151135897436,29:0.005005,30:159744,31:0.585933777253,32:1.02089806491,33:60.608,34:23.072,35:1.44681331261,36:1.77190132357,37:351.24,38:126.303
0,1:22,2:2000,3:2000,4:2000,6:1518,7:-68,8:6,9:0.969978271279,11:0.00952333888889,12:0.000396,13:0.009735,14:13,15:20,16:-101,17:-14,18:9,19:-10,20:171.875,21:34.546,22:145.486,23:37.523,24:534,25:5.76014399101,26:0.02,27:0.00151135897436,29:0.005005,30:160768,31:0.691273533959,32:1.02089806491,33:60.608,34:23.072,35:1.44681331261,36:1.77190132357,37:351.24,38:126.303
0,1:22,2:2000,3:2000,4:2000,6:1518,7:-68,8:6,9:0.969978271279,11:0.00952333888889,12:0.000396,13:0.009735,14:13,15:20,16:-101,17:-14,18:9,19:-10,20:171.875,21:34.546,22:145.486,23:37.523,24:534,25:5.76014399101,26:0.02,27:0.00151135897436,29:0.005005,30:155648,31:0.601314127383,32:1.34452652055,33:60.608,34:23.072,35:1.43874526744,36:1.73659993099,37:351.24,38:126.303
0,1:22,2:2000,3:2000,4:2000,6:1518,7:-68,8:6,9:0.969978271279,11:0.00952333888889,12:0.000396,13:0.009735,14:13,15:20,16:-101,17:-14,18:9,19:-10,20:171.875,21:34.546,22:145.486,23:37.523,24:534,25:5.76014399101,26:0.02,27:0.00151135897436,29:0.005005,30:156672,31:0.601314127383,32:1.34452652055,33:60.608,34:23.072,35:1.43874526744,36:1.76655548536,37:351.24,38:126.303
0,1:22,2:2000,3:2000,4:2000,6:1518,7:-68,8:6,9:0.969978271279,11:0.00952333888889,12:0.000396,13:0.009735,14:13,15:20,16:-101,17:-14,18:9,19:-10,20:171.875,21:34.546,22:145.486,23:37.523,24:534,25:5.76014399101,26:0.02,27:0.00151135897436,29:0.005005,30:157696,31:0.601314127383,32:1.35619859801,33:60.608,34:23.072,35:1.43874526744,36:1.76655548536,37:351.24,38:126.303
0,1:22,2:2000,3:2000,4:2000,6:1518,7:-68,8:6,9:0.969978271279,11:0.00952333888889,12:0.000396,13:0.009735,14:13,15:20,16:-101,17:-14,18:9,19:-10,20:171.875,21:34.546,22:145.486,23:37.523,24:534,25:5.76014399101,26:0.02,27:0.00151135897436,29:0.005005,30:153600,31:0.592114920753,32:1.87122075551,33:60.608,34:23.072,35:1.41423617972,36:1.73659993099,37:351.24,38:126.303
0,1:22,2:2000,3:2000,4:2000,6:1518,7:-68,8:6,9:0.969978271279,11:0.00952333888889,12:0.000396,13:0.009735,14:13,15:20,16:-101,17:-14,18:9,19:-10,20:171.875,21:34.546,22:145.486,23:37.523,24:534,25:5.76014399101,26:0.02,27:0.00151135897436,29:0.005005,30:154624,31:0.592114920753,32:1.33293907314,33:60.608,34:23.072,35:1.41423617972,36:1.73659993099,37:351.24,38:126.303
0,1:22,2:2000,3:2000,4:2000,6:1518,7:-68,8:6,9:0.969978271279,11:0.00952333888889,12:0.000396,13:0.009735,14:13,15:20,16:-101,17:-14,18:9,19:-10,20:171.875,21:34.546,22:145.486,23:37.523,24:534,25:5.76014399101,26:0.02,27:0.00151135897436,29:0.005005,30:151552,31:0.582179345754,32:1.85488064051,33:60.608,34:23.072,35:1.389727092,36:1.70664437663,37:351.24,38:126.303
0,1:22,2:2000,3:2000,4:2000,6:1518,7:-68,8:6,9:0.969978271279,11:0.00952333888889,12:0.000396,13:0.009735,14:13,15:20,16:-101,17:-14,18:9,19:-10,20:171.875,21:34.546,22:145.486,23:37.523,24:534,25:5.76014399101,26:0.02,27:0.00151135897436,29:0.005005,30:152576,31:0.592114920753,32:1.85488064051,33:60.608,34:23.072,35:1.389727092,36:1.70664437663,37:351.24,38:126.303
0,1:22,2:2000,3:2000,4:2000,6:1518,7:-68,8:6,9:0.969978271279,11:0.00952333888889,12:0.000396,13:0.009735,14:13,15:20,16:-101,17:-14,18:9,19:-10,20:171.875,21:34.546,22:145.486,23:37.523,24:534,25:5.76014399101,26:0.02,27:0.00151135897436,29:0.005005,30:148480,31:0.572859340579,32:2.11089768717,33:60.608,34:23.072,35:1.38091014804,36:1.700304134,37:351.24,38:126.303
0,1:22,2:2000,3:2000,4:2000,6:1518,7:-68,8:6,9:0.969978271279,11:0.00952333888889,12:0.000396,13:0.009735,14:13,15:20,16:-101,17:-14,18:9,19:-10,20:171.875,21:34.546,22:145.486,23:37.523,24:534,25:5.76014399101,26:0.02,27:0.00151135897436,29:0.005005,30:149504,31:0.572859340579,32:2.12892647976,33:60.608,34:23.072,35:1.38091014804,36:1.700304134,37:351.24,38:126.303
0,1:22,2:2000,3:2000,4:2000,6:1518,7:-68,8:6,9:0.969978271279,11:0.00952333888889,12:0.000396,13:0.009735,14:13,15:20,16:-101,17:-14,18:9,19:-10,20:171.875,21:34.546,22:145.486,23:37.523,24:534,25:5.76014399101,26:0.02,27:0.00151135897436,29:0.005005,30:145408,31:0.562021316674,32:2.0731984817,33:60.608,34:23.072,35:1.35611934698,36:1.68707232386,37:351.24,38:126.303
0,1:22,2:2000,3:2000,4:2000,6:1518,7:-68,8:6,9:0.969978271279,11:0.00952333888889,12:0.000396,13:0.009735,14:13,15:20,16:-101,17:-14,18:9,19:-10,20:171.875,21:34.546,22:145.486,23:37.523,24:534,25:5.76014399101,26:0.02,27:0.00151135897436,29:0.005005,30:146432,31:0.567068689301,32:2.09205495699,33:60.608,34:23.072,35:1.35611934698,36:1.71833029228,37:351.24,38:126.303
0,1:22,2:2000,3:2000,4:2000,6:1518,7:-68,8:6,9:0.969978271279,11:0.00952333888889,12:0.000396,13:0.009735,14:13,15:20,16:-101,17:-14,18:9,19:-10,20:171.875,21:34.546,22:145.486,23:37.523,24:534,25:5.76014399101,26:0.02,27:0.00151135897436,29:0.005005,30:147456,31:0.572859340579,32:2.11089768717,33:60.608,34:23.072,35:1.35611934698,36:1.71833029228,37:351.24,38:126.303
1,1:26,2:2000,3:2000,4:2000,6:214,7:-55,8:26,9:1.84287595989,11:0.00461077222222,12:0.001269,13:0.010775,14:13,15:20,16:-101,17:-14,18:9,19:-10,20:182.739,21:34.271,22:144.082,23:38.055,24:307,25:0.000291709495618,27:0.00265235555556,28:0.001907,29:0.005539,30:101376,31:2.83787830699,32:0.348837159131,33:45.655,34:7.843,35:1.3403247803,36:0.978809421722,37:149.64,38:140.217
1,1:26,2:2000,3:2000,4:2000,6:214,7:-55,8:26,9:1.84287595989,11:0.00461077222222,12:0.001269,13:0.010775,14:13,15:20,16:-101,17:-14,18:9,19:-10,20:182.739,21:34.271,22:144.082,23:38.055,24:307,25:0.000291709495618,27:0.00265235555556,28:0.001907,29:0.005539,30:102400,31:2.83787830699,32:0.35765536765,33:45.655,34:7.843,35:1.3403247803,36:0.978809421722,37:149.64,38:140.217
1,1:26,2:2000,3:2000,4:2000,6:214,7:-55,8:26,9:1.84287595989,11:0.00461077222222,12:0.001269,13:0.010775,14:13,15:20,16:-101,17:-14,18:9,19:-10,20:182.739,21:34.271,22:144.082,23:38.055,24:307,25:0.000291709495618,27:0.00265235555556,28:0.001907,29:0.005539,30:103424,31:2.83787830699,32:0.35765536765,33:45.655,34:7.843,35:1.3403247803,36:0.978809421722,37:149.64,38:140.217
0,1:22,2:2000,3:2000,4:2000,6:1518,7:-68,8:6,9:0.969978271279,11:0.00952333888889,12:0.000396,13:0.009735,14:13,15:20,16:-101,17:-14,18:9,19:-10,20:171.875,21:34.546,22:145.486,23:37.523,24:534,25:5.76014399101,26:0.02,27:0.00151135897436,29:0.005005,30:142336,31:0.556698751599,32:2.03866454146,33:60.608,34:23.072,35:1.33132854591,36:1.68016454094,37:351.24,38:126.303
0,1:22,2:2000,3:2000,4:2000,6:1518,7:-68,8:6,9:0.969978271279,11:0.00952333888889,12:0.000396,13:0.009735,14:13,15:20,16:-101,17:-14,18:9,19:-10,20:171.875,21:34.546,22:145.486,23:37.523,24:534,25:5.76014399101,26:0.02,27:0.00151135897436,29:0.005005,30:143360,31:0.559136629589,32:2.05689806481,33:60.608,34:23.072,35:1.33132854591,36:1.68707232386,37:351.24,38:126.303
0,1:22,2:2000,3:2000,4:2000,6:1518,7:-68,8:6,9:0.969978271279,11:0.00952333888889,12:0.000396,13:0.009735,14:13,15:20,16:-101,17:-14,18:9,19:-10,20:171.875,21:34.546,22:145.486,23:37.523,24:534,25:5.76014399101,26:0.02,27:0.00151135897436,29:0.005005,30:144384,31:0.562021316674,32:2.05689806481,33:60.608,34:23.072,35:1.33132854591,36:1.68707232386,37:351.24,38:126.303
0,1:22,2:2000,3:2000,4:2000,6:1518,7:-68,8:6,9:0.969978271279,11:0.00952333888889,12:0.000396,13:0.009735,14:13,15:20,16:-101,17:-14,18:9,19:-10,20:171.875,21:34.546,22:145.486,23:37.523,24:534,25:5.76014399101,26:0.02,27:0.00151135897436,29:0.005005,30:140288,31:0.556698751599,32:2.00147699679,33:60.608,34:23.072,35:1.32173002736,36:1.68016454094,37:351.24,38:126.303
0,1:22,2:2000,3:2000,4:2000,6:1518,7:-68,8:6,9:0.969978271279,11:0.00952333888889,12:0.000396,13:0.009735,14:13,15:20,16:-101,17:-14,18:9,19:-10,20:171.875,21:34.546,22:145.486,23:37.523,24:534,25:5.76014399101,26:0.02,27:0.00151135897436,29:0.005005,30:141312,31:0.556698751599,32:2.01996788278,33:60.608,34:23.072,35:1.32173002736,36:1.68016454094,37:351.24,38:126.303
1,1:26,2:2000,3:2000,4:2000,6:214,7:-55,8:26,9:1.84287595989,11:0.00461077222222,12:0.001269,13:0.010775,14:13,15:20,16:-101,17:-14,18:9,19:-10,20:182.739,21:34.271,22:144.082,23:38.055,24:307,25:0.000291709495618,27:0.00265235555556,28:0.001907,29:0.005539,30:98304,31:2.8276663478,32:0.340101019576,33:45.655,34:7.843,35:1.31732430183,36:0.926513045128,37:149.64,38:140.217
1,1:26,2:2000,3:2000,4:2000,6:214,7:-55,8:26,9:1.84287595989,11:0.00461077222222,12:0.001269,13:0.010775,14:13,15:20,16:-101,17:-14,18:9,19:-10,20:182.739,21:34.271,22:144.082,23:38.055,24:307,25:0.000291709495618,27:0.00265235555556,28:0.001907,29:0.005539,30:99328,31:2.8276663478,32:0.340101019576,33:45.655,34:7.843,35:1.31732430183,36:0.952037753875,37:149.64,38:140.217
0,1:22,2:2000,3:2000,4:2000,6:1518,7:-68,8:6,9:0.969978271279,11:0.00952333888889,12:0.000396,13:0.009735,14:13,15:20,16:-101,17:-14,18:9,19:-10,20:171.875,21:34.546,22:145.486,23:37.523,24:534,25:5.76014399101,26:0.02,27:0.00151135897436,29:0.005005,30:150528,31:0.582179345754,32:1.83853800541,33:60.608,34:23.072,35:1.389727092,36:1.700304134,37:351.24,38:126.303
1,1:26,2:2000,3:2000,4:2000,6:214,7:-55,8:26,9:1.84287595989,11:0.00461077222222,12:0.001269,13:0.010775,14:13,15:20,16:-101,17:-14,18:9,19:-10,20:182.739,21:34.271,22:144.082,23:38.055,24:307,25:0.000291709495618,27:0.00265235555556,28:0.001907,29:0.005539,30:95232,31:2.80154216908,32:0.351372396691,33:45.655,34:7.843,35:1.30311968931,36:0.900988336382,37:149.64,38:140.217
1,1:26,2:2000,3:2000,4:2000,6:214,7:-55,8:26,9:1.84287595989,11:0.00461077222222,12:0.001269,13:0.010775,14:13,15:20,16:-101,17:-14,18:9,19:-10,20:182.739,21:34.271,22:144.082,23:38.055,24:307,25:0.000291709495618,27:0.00265235555556,28:0.001907,29:0.005539,30:96256,31:2.79846072429,32:0.351372396691,33:45.655,34:7.843,35:1.30311968931,36:0.926513045128,37:149.64,38:140.217
1,1:26,2:2000,3:2000,4:2000,6:214,7:-55,8:26,9:1.84287595989,11:0.00461077222222,12:0.001269,13:0.010775,14:13,15:20,16:-101,17:-14,18:9,19:-10,20:182.739,21:34.271,22:144.082,23:38.055,24:307,25:0.000291709495618,27:0.00265235555556,28:0.001907,29:0.005539,30:97280,31:2.79846072429,32:0.340101019576,33:45.655,34:7.843,35:1.30311968931,36:0.926513045128,37:149.64,38:140.217
0,1:22,2:2000,3:2000,4:2000,6:1518,7:-68,8:6,9:0.969978271279,11:0.00952333888889,12:0.000396,13:0.009735,14:13,15:20,16:-101,17:-14,18:9,19:-10,20:171.875,21:34.546,22:145.486,23:37.523,24:534,25:5.76014399101,26:0.02,27:0.00151135897436,29:0.005005,30:137216,31:0.535377850295,32:1.96465202575,33:60.608,34:23.072,35:1.29665096149,36:1.61672925305,37:351.24,38:126.303
0,1:22,2:2000,3:2000,4:2000,6:1518,7:-68,8:6,9:0.969978271279,11:0.00952333888889,12:0.000396,13:0.009735,14:13,15:20,16:-101,17:-14,18:9,19:-10,20:171.875,21:34.546,22:145.486,23:37.523,24:534,25:5.76014399101,26:0.02,27:0.00151135897436,29:0.005005,30:138240,31:0.556698751599,32:1.98328966783,33:60.608,34:23.072,35:1.29665096149,36:1.64844689699,37:351.24,38:126.303
0,1:22,2:2000,3:2000,4:2000,6:1518,7:-68,8:6,9:0.969978271279,11:0.00952333888889,12:0.000396,13:0.009735,14:13,15:20,16:-101,17:-14,18:9,19:-10,20:171.875,21:34.546,22:145.486,23:37.523,24:534,25:5.76014399101,26:0.02,27:0.00151135897436,29:0.005005,30:139264,31:0.556698751599,32:2.00147699679,33:60.608,34:23.072,35:1.29665096149,36:1.64844689699,37:351.24,38:126.303
