ucb,ts,ovr,egr,egr2,agr,agr2,efr,ac,aac,sft
26,26,26,27,25,30,26,50,50,50,26
22,22,22,21,22,29,22,50,50,50,22
23,23,23,23,27,23,23,50,50,50,23
25,25,25,25,24,26,25,50,50,50,25
19,19,19,20,22,23,19,50,50,50,19
23,23,23,23,21,31,23,50,50,50,23
24,24,24,24,24,24,24,50,50,50,24
24,24,24,24,23,25,24,50,50,50,24
26,26,26,26,27,27,26,50,50,50,26
30,30,30,30,30,27,30,50,50,50,30
26,26,26,27,28,27,26,50,50,50,26
18,18,18,17,16,27,18,50,50,50,18
26,26,26,25,23,25,27,50,50,50,26
21,21,21,21,19,22,21,50,50,50,21
27,27,27,27,31,27,27,50,50,50,27
23,23,23,23,21,22,23,50,50,50,23
22,22,22,21,21,18,22,50,50,50,22
26,26,26,26,29,30,26,50,50,50,26
23,23,23,23,22,25,23,50,50,50,23
21,21,21,21,22,21,21,50,50,50,21
28,28,28,28,26,27,28,50,50,50,28
29,29,29,29,26,26,29,50,50,50,29
24,24,24,24,26,24,24,50,50,50,24
20,20,20,20,19,24,20,50,50,50,20
19,19,19,19,19,20,19,50,50,50,19
23,23,23,24,24,24,23,46,46,46,23
29,29,29,30,26,27,29,47,47,47,29
20,20,20,20,19,28,20,47,47,47,20
29,29,29,29,30,27,29,46,46,46,29
31,31,31,31,26,23,31,47,47,47,31
21,21,21,21,21,21,23,47,47,47,21
30,30,30,30,28,25,28,46,46,46,30
19,19,19,19,22,19,19,47,47,47,19
24,24,24,24,26,33,24,47,47,47,24
24,24,24,25,25,31,24,46,46,46,24
23,23,23,23,21,26,23,47,47,47,23
23,23,23,23,25,27,24,47,47,47,23
17,17,17,17,19,30,18,46,46,46,17
30,30,30,30,29,25,29,45,45,45,30
28,28,28,28,29,28,28,44,44,44,28
19,19,19,19,18,20,19,42,42,42,19
20,20,20,20,18,21,20,44,44,44,20
23,23,23,23,23,31,23,44,44,44,23
26,26,26,25,26,27,26,44,44,44,26
22,22,22,23,25,25,22,47,47,47,22
29,29,29,29,29,22,29,47,47,47,29
23,23,23,23,24,26,24,46,46,46,23
25,25,25,26,28,22,25,47,47,47,25
22,22,22,23,23,22,22,47,47,47,22
28,28,28,29,26,26,28,46,46,46,28
24,24,24,23,25,27,24,47,47,47,24
25,25,25,25,25,26,25,47,47,47,25
25,25,25,24,20,25,25,46,46,46,25
28,28,28,28,27,25,28,47,47,47,28
26,26,26,26,29,27,26,47,47,47,26
21,21,21,22,24,25,21,46,46,46,21
28,28,28,30,30,28,28,47,47,47,28
26,26,26,25,30,25,26,47,47,47,26
19,19,19,19,22,29,19,46,46,46,19
31,31,31,31,31,21,31,47,47,47,31
27,27,27,27,30,23,27,47,47,47,27
23,23,23,22,27,19,23,46,46,46,23
28,28,28,28,26,28,28,47,47,47,28
29,29,29,29,26,27,29,47,47,47,29
23,23,23,24,23,23,24,46,46,46,23
29,29,29,30,29,26,29,47,47,47,29
22,22,22,22,22,30,22,47,47,47,22
29,29,29,28,25,28,30,46,46,46,29
24,24,24,24,26,23,24,47,47,47,24
23,23,23,23,20,28,23,47,47,47,23
22,22,22,22,21,20,22,46,46,46,22
28,28,28,29,29,31,28,47,47,47,28
28,28,28,28,22,25,28,46,46,46,28
25,25,25,26,27,25,25,47,47,47,25
25,25,25,25,22,18,25,46,46,46,25
31,31,31,31,32,31,31,46,46,46,31
27,27,27,27,25,26,27,47,47,47,27
26,26,26,26,26,26,26,46,46,46,26
24,24,24,24,25,24,24,47,47,47,24
24,24,24,23,25,27,24,46,46,46,24
24,24,24,25,28,29,24,47,47,47,24
23,23,23,24,24,22,23,46,46,46,23
28,28,28,28,31,25,28,46,46,46,28
31,31,31,31,31,32,31,47,47,47,31
27,27,27,26,26,32,27,46,46,46,27
27,27,27,26,26,23,27,47,47,47,27
26,26,26,26,25,22,26,46,46,46,26
25,25,25,26,25,22,26,47,47,47,25
28,28,28,28,29,28,27,46,46,46,28
19,19,19,19,19,23,19,46,46,46,19
27,27,27,26,24,21,27,46,46,46,27
26,26,26,26,25,23,26,47,47,47,26
23,23,23,24,23,23,23,46,46,46,23
24,24,24,24,30,22,24,46,46,46,24
24,24,24,24,27,26,24,46,46,46,24
30,30,30,31,30,21,30,46,46,46,30
32,32,32,32,30,22,32,46,46,46,32
30,30,30,30,29,18,30,47,47,47,30
21,21,21,21,21,22,21,46,46,46,21
19,19,19,19,18,22,19,46,46,46,19
27,27,27,27,25,24,27,46,46,46,27
28,28,28,28,29,28,28,46,46,46,28
23,23,23,23,23,23,23,46,46,46,23
31,31,31,31,33,28,31,46,46,46,31
23,23,23,23,23,26,23,47,47,47,23
23,23,23,23,23,23,23,46,46,46,23
29,29,29,29,30,26,29,46,46,46,29
26,26,26,25,24,27,26,46,46,46,26
24,24,24,24,26,27,24,46,46,46,24
26,26,26,26,26,32,26,46,46,46,26
26,26,26,26,25,25,26,47,47,47,26
25,25,25,25,24,28,25,46,46,46,25
24,24,24,24,23,29,24,46,46,46,24
27,27,27,27,25,30,27,46,46,46,27
24,24,24,25,25,29,24,46,46,46,24
22,22,22,22,22,22,22,46,46,46,22
30,30,30,30,30,26,31,46,46,46,30
26,26,26,26,23,28,26,47,47,47,26
27,27,27,27,27,21,27,46,46,46,27
29,29,29,29,25,21,29,46,46,46,29
17,17,17,17,24,31,17,46,46,46,17
31,31,31,31,29,28,31,49,49,49,31
24,24,24,24,22,31,24,50,50,50,24
20,20,20,20,23,27,20,50,50,50,20
27,27,27,27,28,25,27,50,50,50,27
27,27,27,26,30,26,27,50,50,50,27
26,26,26,26,27,27,26,50,50,50,26
29,29,29,29,30,25,29,50,50,50,29
28,28,28,28,26,28,28,50,50,50,28
25,25,25,25,27,23,25,50,50,50,25
31,31,31,30,30,26,31,50,50,50,31
25,25,25,25,26,24,25,50,50,50,25
26,26,26,26,29,24,26,50,50,50,26
25,25,25,25,24,22,25,50,50,50,25
24,24,24,25,25,23,24,50,50,50,24
29,29,29,29,32,29,29,50,50,50,29
23,23,23,23,21,20,23,50,50,50,23
20,20,20,20,22,26,20,50,50,50,20
23,23,23,24,23,26,23,50,50,50,23
26,26,26,26,24,29,26,50,50,50,26
25,25,25,25,21,24,25,50,50,50,25
27,27,27,27,29,29,27,50,50,50,27
23,23,23,23,29,21,24,50,50,50,23
22,22,22,22,24,20,22,50,50,50,22
26,26,26,26,26,29,26,50,50,50,26
32,32,32,32,31,28,32,50,50,50,32
