ucb,ts,ovr,egr,egr2,agr,agr2,efr,ac,aac,sft
22,22,22,21,21,31,23,8,8,8,22
27,27,27,27,27,27,26,8,8,8,27
24,24,24,24,24,25,25,9,9,9,24
27,27,27,27,24,26,27,8,8,8,25
36,36,36,35,33,30,36,8,8,8,36
23,23,23,23,22,26,23,9,9,9,23
22,22,22,20,24,22,23,8,8,8,22
25,25,25,25,24,24,26,8,8,8,24
23,23,23,23,22,20,23,9,9,9,23
19,19,19,17,16,23,19,8,8,8,19
20,20,20,19,18,32,21,8,8,8,20
19,19,19,20,20,20,19,9,9,9,19
20,20,20,21,22,21,21,8,8,8,20
30,30,30,29,27,27,30,8,8,8,30
18,18,18,18,17,27,18,3,3,3,18
27,27,27,28,28,26,27,0,0,0,27
23,23,23,23,23,24,23,0,0,0,22
13,13,13,15,13,12,13,0,0,0,13
