ucb,ts,ovr,egr,egr2,agr,agr2,efr,ac,aac,sft
19,19,19,19,18,24,21,50,50,50,16
17,17,17,14,17,24,16,50,50,50,16
32,32,32,26,27,30,31,50,50,50,34
29,29,29,31,29,33,25,50,50,50,29
20,20,20,18,19,23,20,50,50,50,19
25,25,25,27,26,21,23,50,50,50,27
26,26,26,28,31,28,28,50,50,50,24
21,21,21,20,22,24,20,50,50,50,21
28,28,28,24,23,20,28,50,50,50,32
25,25,25,27,26,25,28,50,50,50,25
16,16,16,15,16,25,15,50,50,50,16
34,34,34,31,31,34,34,50,50,50,31
27,27,27,25,25,27,26,50,50,50,29
25,25,25,27,23,25,24,50,50,50,28
25,25,25,30,31,27,29,50,50,50,27
28,28,28,28,32,27,26,50,50,50,26
22,22,22,25,24,23,24,50,50,50,22
25,25,25,24,24,27,27,50,50,50,23
25,25,25,23,22,21,26,50,50,50,26
23,23,23,22,21,22,22,50,50,50,26
26,26,26,25,23,23,24,50,50,50,26
24,24,24,23,23,25,22,50,50,50,25
23,23,23,19,21,21,21,50,50,50,23
33,33,33,34,33,31,36,50,50,50,34
28,28,28,25,28,30,28,50,50,50,28
22,22,22,23,24,27,23,50,50,50,22
26,26,26,27,25,27,25,50,50,50,26
25,25,25,26,26,28,29,50,50,50,27
18,18,18,17,18,21,17,50,50,50,19
22,22,22,22,22,23,23,50,50,50,22
30,30,30,29,29,28,27,50,50,50,30
22,22,22,20,20,20,21,50,50,50,22
17,17,17,18,21,15,17,50,50,50,17
25,25,25,24,24,22,25,50,50,50,25
24,24,24,27,27,25,26,50,50,50,25
21,21,21,22,22,23,21,50,50,50,21
24,24,24,25,24,22,23,50,50,50,22
25,25,25,27,27,30,25,50,50,50,24
30,30,30,29,28,30,31,50,50,50,29
28,28,28,27,24,34,28,50,50,50,29
29,29,29,30,31,27,29,50,50,50,29
23,23,23,24,25,20,22,50,50,50,23
26,26,26,26,27,26,26,50,50,50,26
28,28,28,27,27,21,28,50,50,50,27
31,31,31,30,30,33,31,50,50,50,31
24,24,24,24,24,25,24,50,50,50,25
29,29,29,28,24,34,29,50,50,50,29
24,24,24,23,23,23,23,50,50,50,27
31,31,31,31,33,28,30,50,50,50,31
19,19,19,23,24,23,19,49,49,49,19
28,28,28,27,29,22,27,47,47,47,29
32,32,32,30,28,29,33,47,47,47,32
27,27,27,28,27,24,25,47,47,47,27
31,31,31,31,31,26,30,48,48,48,33
28,28,28,28,26,26,27,47,47,47,27
25,25,25,23,22,26,28,47,47,47,25
28,28,28,28,27,23,27,47,47,47,28
27,27,27,26,28,23,28,47,47,47,28
23,23,23,25,27,26,25,47,47,47,23
23,23,23,23,24,34,24,46,46,46,24
28,28,28,28,28,24,28,47,47,47,28
20,20,20,19,22,26,21,47,47,47,19
25,25,25,27,28,27,27,47,47,47,25
25,25,25,24,26,27,24,47,47,47,25
27,27,27,27,24,32,27,47,47,47,25
24,24,24,23,21,23,24,47,47,47,24
25,25,25,27,25,22,24,47,47,47,25
24,24,24,26,23,24,22,46,46,46,23
29,29,29,32,32,25,28,47,47,47,30
25,25,25,23,24,24,24,47,47,47,26
26,26,26,29,29,28,26,47,47,47,26
24,24,24,23,24,24,24,47,47,47,25
27,27,27,24,22,27,27,47,47,47,27
26,26,26,25,21,24,25,47,47,47,26
29,29,29,24,22,21,30,47,47,47,29
23,23,23,22,23,23,24,46,46,46,23
23,23,23,21,22,21,24,47,47,47,23
27,27,27,25,28,30,28,47,47,47,26
23,23,23,22,24,25,23,47,47,47,23
25,25,25,24,26,27,26,47,47,47,25
24,24,24,24,24,33,24,47,47,47,23
23,23,23,22,23,23,22,47,47,47,21
30,30,30,27,26,28,30,47,47,47,30
25,25,25,27,27,28,27,46,46,46,25
28,28,28,28,27,27,29,47,47,47,28
27,27,27,26,25,27,27,47,47,47,27
26,26,26,26,23,21,24,47,47,47,27
25,25,25,26,25,26,25,47,47,47,25
24,24,24,23,26,24,25,47,47,47,24
26,26,26,26,25,30,24,47,47,47,26
25,25,25,26,31,27,25,47,47,47,25
21,21,21,23,24,36,22,46,46,46,21
30,30,30,31,29,31,31,47,47,47,30
28,28,28,27,28,23,28,47,47,47,29
28,28,28,27,25,30,27,47,47,47,28
19,19,19,20,20,20,20,47,47,47,20
21,21,21,21,19,21,21,47,47,47,21
26,26,26,28,28,22,26,47,47,47,27
26,26,26,25,25,30,27,47,47,47,26
26,26,26,28,28,25,26,46,46,46,26
26,26,26,26,28,29,24,47,47,47,26
24,24,24,25,25,29,24,47,47,47,25
26,26,26,25,25,24,26,47,47,47,26
27,27,27,27,30,26,29,47,47,47,27
25,25,25,24,28,23,25,47,47,47,25
24,24,24,23,22,26,25,47,47,47,24
19,19,19,18,17,19,19,47,47,47,20
26,26,26,26,26,28,27,46,46,46,26
19,19,19,21,22,20,19,47,47,47,19
32,32,32,32,34,19,33,47,47,47,32
21,21,21,20,20,26,22,47,47,47,21
25,25,25,27,28,26,24,47,47,47,25
20,20,20,19,21,30,19,47,47,47,20
29,29,29,29,30,23,27,47,47,47,29
25,25,25,24,25,25,24,47,47,47,25
25,25,25,27,29,22,26,46,46,46,26
23,23,23,23,22,24,23,47,47,47,23
29,29,29,29,30,25,29,47,47,47,29
24,24,24,20,22,27,24,47,47,47,23
20,20,20,20,23,26,20,47,47,47,21
30,30,30,29,28,25,30,47,47,47,30
25,25,25,26,27,28,24,46,46,46,26
22,22,22,22,24,26,22,47,47,47,22
20,20,20,21,21,26,20,47,47,47,20
24,24,24,25,24,28,24,46,46,46,24
19,19,19,18,18,23,19,47,47,47,19
22,22,22,23,25,26,22,47,47,47,22
26,26,26,27,30,24,26,46,46,46,26
30,30,30,27,22,24,28,47,47,47,30
24,24,24,24,25,27,24,47,47,47,25
22,22,22,21,21,21,22,46,46,46,23
26,26,26,27,28,28,26,47,47,47,26
25,25,25,26,28,20,24,47,47,47,25
23,23,23,23,21,23,24,46,46,46,23
28,28,28,28,28,27,27,47,47,47,28
26,26,26,26,29,23,26,47,47,47,28
22,22,22,23,25,26,22,46,46,46,22
27,27,27,27,26,32,27,47,47,47,27
25,25,25,25,25,25,24,47,47,47,25
23,23,23,25,22,32,22,46,46,46,24
27,27,27,27,26,30,27,47,47,47,27
26,26,26,28,25,30,26,47,47,47,26
26,26,26,27,28,20,25,46,46,46,26
29,29,29,28,28,30,29,47,47,47,29
23,23,23,24,23,24,22,47,47,47,23
24,24,24,23,25,19,24,46,46,46,24
30,30,30,30,31,21,30,47,47,47,30
22,22,22,21,21,27,22,47,47,47,22
25,25,25,25,25,30,25,46,46,46,26
28,28,28,29,27,24,29,47,47,47,28
20,20,20,22,21,24,20,47,47,47,20
24,24,24,23,21,23,25,46,46,46,23
27,27,27,26,26,29,27,47,47,47,28
27,27,27,26,28,31,27,46,46,46,28
32,32,32,30,30,31,32,46,46,46,32
26,26,26,26,27,23,26,47,47,47,26
28,28,28,28,29,27,28,46,46,46,28
29,29,29,29,30,28,29,47,47,47,29
28,28,28,28,29,22,29,46,46,46,28
26,26,26,25,27,26,26,47,47,47,26
25,25,25,26,19,33,25,46,46,46,25
26,26,26,28,27,23,26,46,46,46,26
22,22,22,21,19,17,22,47,47,47,21
26,26,26,27,25,25,26,46,46,46,26
18,18,18,19,20,19,20,47,47,47,18
22,22,22,22,23,22,22,46,46,46,22
27,27,27,27,26,22,27,47,47,47,27
23,23,23,23,28,24,23,46,46,46,23
29,29,29,27,25,26,29,46,46,46,29
19,19,19,18,20,20,20,47,47,47,19
24,24,24,25,28,26,24,46,46,46,24
27,27,27,28,27,23,27,47,47,47,27
32,32,32,31,30,30,32,46,46,46,32
29,29,29,27,28,28,29,47,47,47,28
34,34,34,33,32,29,34,46,46,46,34
24,24,24,25,28,24,24,48,48,48,24
25,25,25,25,25,21,26,50,50,50,25
25,25,25,26,27,25,25,50,50,50,27
27,27,27,26,29,25,27,50,50,50,27
27,27,27,28,26,26,28,50,50,50,27
15,15,15,13,13,24,15,50,50,50,15
26,26,26,25,21,21,26,50,50,50,26
24,24,24,25,25,24,24,50,50,50,24
28,28,28,28,29,20,28,50,50,50,27
23,23,23,25,26,28,23,50,50,50,23
26,26,26,27,27,23,26,50,50,50,26
26,26,26,26,25,21,26,50,50,50,26
25,25,25,25,24,28,25,50,50,50,25
24,24,24,25,30,27,23,50,50,50,24
32,32,32,32,35,29,32,50,50,50,32
25,25,25,24,25,26,25,50,50,50,25
24,24,24,27,27,27,24,50,50,50,24
23,23,23,25,26,23,22,50,50,50,23
23,23,23,26,23,26,23,50,50,50,23
28,28,28,28,29,21,28,50,50,50,28
29,29,29,29,29,25,28,50,50,50,29
18,18,18,18,21,25,18,50,50,50,18
29,29,29,28,27,24,29,50,50,50,29
28,28,28,28,31,31,29,50,50,50,28
30,30,30,29,29,30,30,50,50,50,30
19,19,19,19,18,20,19,50,50,50,20
27,27,27,25,28,26,27,50,50,50,27
25,25,25,26,25,30,25,50,50,50,25
29,29,29,28,28,29,28,50,50,50,29
29,29,29,29,28,25,29,50,50,50,29
27,27,27,26,30,23,27,50,50,50,27
27,27,27,25,24,27,26,50,50,50,27
27,27,27,25,25,21,27,50,50,50,26
31,31,31,32,31,27,31,50,50,50,31
24,24,24,23,23,22,24,50,50,50,24
31,31,31,32,30,22,31,50,50,50,31
27,27,27,26,24,27,27,50,50,50,27
27,27,27,27,27,23,27,50,50,50,27
24,24,24,23,25,22,24,50,50,50,24
19,19,19,19,19,24,19,50,50,50,19
30,30,30,30,30,30,30,50,50,50,30
24,24,24,24,27,23,24,50,50,50,24
23,23,23,24,23,21,23,50,50,50,23
27,27,27,30,30,24,27,50,50,50,27
27,27,27,27,27,21,27,50,50,50,27
21,21,21,21,23,18,20,50,50,50,21
31,31,31,30,30,21,30,50,50,50,30
27,27,27,28,26,28,27,50,50,50,27
32,32,32,29,28,21,32,50,50,50,32
21,21,21,21,22,22,21,50,50,50,21
25,25,25,25,26,25,25,50,50,50,25
23,23,23,22,18,26,23,50,50,50,23
24,24,24,24,23,28,24,50,50,50,24
22,22,22,21,23,22,22,50,50,50,22
22,22,22,20,20,24,22,50,50,50,22
24,24,24,23,21,21,24,50,50,50,24
15,15,15,15,19,24,15,50,50,50,15
27,27,27,26,28,25,27,50,50,50,27
23,23,23,22,23,29,24,50,50,50,23
29,29,29,29,27,29,29,50,50,50,29
26,26,26,25,24,24,26,50,50,50,26
21,21,21,21,25,23,22,50,50,50,21
28,28,28,28,31,27,28,50,50,50,28
23,23,23,25,23,30,23,50,50,50,23
30,30,30,30,27,30,30,50,50,50,30
26,26,26,26,25,28,26,50,50,50,26
27,27,27,29,30,26,27,50,50,50,27
23,23,23,23,25,25,23,50,50,50,23
23,23,23,23,25,25,23,50,50,50,23
22,22,22,22,23,25,22,50,50,50,22
4,4,4,4,4,5,4,10,10,10,4
