ucb,ts,ovr,egr,egr2,agr,agr2,efr,ac,aac,sft
21,21,21,22,22,27,17,28,35,35,22
21,21,21,19,19,25,26,27,33,33,26
28,28,28,29,29,28,27,23,29,29,24
22,22,22,23,23,23,24,27,28,28,23
24,24,24,26,26,18,26,27,30,30,32
22,22,22,23,23,22,17,26,24,24,17
21,21,21,22,22,20,20,27,22,22,22
24,24,24,23,23,28,29,23,19,19,27
28,28,28,28,26,31,25,28,22,22,24
27,27,27,25,25,23,29,27,19,19,30
24,24,24,24,24,26,22,20,20,20,25
27,27,27,28,25,23,26,26,18,18,27
28,28,28,30,30,23,28,26,19,19,26
23,23,23,24,26,22,21,24,18,18,25
29,29,29,30,31,22,33,24,19,19,30
24,24,24,26,26,24,28,21,15,15,25
27,27,27,29,29,29,28,23,16,16,26
18,18,18,18,18,21,22,22,16,16,24
30,30,30,33,30,26,29,22,16,16,26
28,28,28,31,26,19,25,18,15,15,30
32,32,32,32,31,24,28,26,16,16,27
27,27,27,26,26,25,23,25,15,15,25
22,22,22,19,23,21,23,21,16,16,17
27,27,27,25,25,25,21,26,15,15,23
26,26,26,27,27,25,26,22,16,16,23
24,24,24,23,22,23,23,19,16,16,22
29,29,29,29,28,21,29,13,16,16,31
25,25,25,27,25,19,24,24,15,15,21
27,27,27,28,26,24,27,23,16,16,27
31,31,31,32,29,27,29,32,15,15,28
25,25,25,24,26,24,20,16,16,16,21
30,30,30,25,26,26,33,15,15,15,25
23,23,23,19,19,25,18,16,16,16,24
24,24,24,24,23,28,27,16,16,16,26
25,25,25,23,26,27,26,16,16,16,27
30,30,30,31,32,22,28,15,15,15,33
22,22,22,22,21,21,21,16,16,16,21
24,24,24,27,26,28,24,15,15,15,29
24,24,24,23,24,28,27,16,16,16,23
24,24,24,21,21,25,25,15,15,15,25
21,21,21,20,20,20,21,16,16,16,24
28,28,28,24,24,28,28,16,16,16,24
25,25,25,22,22,27,25,16,16,16,25
25,25,25,25,24,25,24,15,15,15,25
27,27,27,25,25,25,23,16,16,16,33
19,19,19,19,19,20,23,15,15,15,19
30,30,30,32,32,25,31,16,16,16,28
24,24,24,24,27,27,25,15,15,15,24
18,18,18,20,22,25,18,16,16,16,19
27,27,27,27,27,28,27,16,16,16,29
25,25,25,27,26,25,24,16,16,16,20
26,26,26,27,25,26,26,14,14,14,25
20,20,20,17,18,27,17,13,13,13,20
25,25,25,25,26,20,24,12,12,12,23
25,25,25,25,24,29,25,13,13,13,30
24,24,24,22,25,24,21,12,12,12,25
23,23,23,27,27,24,21,13,13,13,25
19,19,19,19,18,26,19,12,12,12,20
20,20,20,19,23,20,21,13,13,13,24
21,21,21,25,25,29,23,12,12,12,21
30,30,30,29,29,19,30,13,13,13,29
25,25,25,24,27,27,24,12,12,12,26
23,23,23,24,24,23,26,13,13,13,27
27,27,27,29,28,23,23,12,12,12,26
28,28,28,24,23,25,31,13,13,13,28
28,28,28,27,30,29,25,12,12,12,27
28,28,28,27,25,28,28,13,13,13,29
22,22,22,21,23,22,19,12,12,12,25
27,27,27,25,25,24,25,13,13,13,28
25,25,25,25,22,23,26,12,12,12,25
24,24,24,26,25,24,27,13,13,13,23
20,20,20,18,21,25,20,12,12,12,17
26,26,26,30,32,25,26,13,13,13,25
29,29,29,27,28,22,29,12,12,12,30
30,30,30,29,32,23,31,13,13,13,29
28,28,28,28,29,26,25,12,12,12,26
22,22,22,20,20,22,26,13,13,13,20
26,26,26,28,27,29,28,12,12,12,29
30,30,30,28,31,26,30,13,13,13,28
22,22,22,22,17,22,20,12,12,12,24
29,29,29,30,28,30,28,12,12,12,27
23,23,23,25,24,25,25,9,9,9,23
22,22,22,20,23,28,21,9,9,9,22
29,29,29,28,27,20,30,9,9,9,29
22,22,22,25,25,20,20,10,10,10,23
24,24,24,24,24,24,25,9,9,9,22
21,21,21,23,25,29,22,10,10,10,21
26,26,26,21,20,28,26,9,9,9,28
20,20,20,20,20,23,22,10,10,10,22
31,31,31,26,29,26,29,9,9,9,31
26,26,26,25,27,24,24,9,9,9,26
28,28,28,28,29,24,27,9,9,9,25
29,29,29,32,31,24,28,10,10,10,26
21,21,21,24,26,26,21,9,9,9,21
26,26,26,27,29,23,26,10,10,10,25
30,30,30,32,28,32,32,7,7,7,30
20,20,20,19,20,22,17,7,7,7,19
22,22,22,25,22,20,22,6,6,6,22
28,28,28,27,28,23,27,6,6,6,28
24,24,24,23,25,25,27,6,6,6,24
24,24,24,25,23,25,20,7,7,7,24
30,30,30,31,30,29,31,6,6,6,29
30,30,30,30,30,29,29,6,6,6,30
18,18,18,19,17,22,21,6,6,6,18
27,27,27,29,29,27,28,7,7,7,27
33,33,33,30,27,35,33,6,6,6,33
23,23,23,24,24,28,23,6,6,6,23
26,26,26,23,23,23,24,6,6,6,25
28,28,28,27,27,24,28,7,7,7,27
24,24,24,23,24,26,25,6,6,6,26
23,23,23,21,21,22,23,6,6,6,24
22,22,22,23,24,16,21,6,6,6,23
23,23,23,24,25,21,23,7,7,7,24
23,23,23,22,21,25,23,6,6,6,23
27,27,27,26,27,26,28,6,6,6,27
20,20,20,20,19,22,22,6,6,6,20
21,21,21,24,22,28,21,7,7,7,22
19,19,19,20,20,19,19,6,6,6,19
27,27,27,25,25,24,25,7,7,7,26
21,21,21,22,26,18,21,6,6,6,21
29,29,29,30,30,24,30,7,7,7,26
20,20,20,20,18,27,19,7,7,7,20
30,30,30,26,27,30,30,6,6,6,30
24,24,24,25,23,30,25,7,7,7,23
22,22,22,24,24,25,23,7,7,7,22
26,26,26,25,24,21,26,8,8,8,26
25,25,25,25,25,24,22,8,8,8,23
19,19,19,21,23,23,20,8,8,8,16
29,29,29,29,30,22,28,7,7,7,29
23,23,23,23,24,30,24,8,8,8,23
22,22,22,23,21,28,21,8,8,8,21
23,23,23,23,19,24,23,7,7,7,23
23,23,23,25,24,20,24,8,8,8,24
23,23,23,25,23,25,23,8,8,8,23
30,30,30,29,30,24,29,7,7,7,31
24,24,24,22,23,22,22,8,8,8,24
26,26,26,27,23,26,27,8,8,8,26
23,23,23,23,24,18,23,7,7,7,21
21,21,21,24,28,30,21,8,8,8,21
26,26,26,26,26,21,27,8,8,8,26
28,28,28,28,29,28,28,8,8,8,27
27,27,27,28,26,23,28,7,7,7,28
30,30,30,30,31,27,31,8,8,8,29
27,27,27,24,22,21,27,8,8,8,27
24,24,24,25,24,24,26,7,7,7,23
28,28,28,27,29,24,28,8,8,8,28
19,19,19,20,24,27,20,8,8,8,19
23,23,23,26,26,23,22,7,7,7,23
24,24,24,27,26,24,25,9,9,9,24
28,28,28,28,29,28,27,8,8,8,28
22,22,22,24,23,19,21,8,8,8,23
24,24,24,23,21,22,24,8,8,8,24
27,27,27,30,28,25,26,9,9,9,27
27,27,27,27,25,22,27,8,8,8,28
23,23,23,24,25,23,24,9,9,9,23
19,19,19,22,23,25,19,8,8,8,19
27,27,27,25,23,24,25,8,8,8,27
19,19,19,19,18,26,20,8,8,8,19
23,23,23,24,25,23,23,9,9,9,23
27,27,27,27,26,22,29,8,8,8,28
21,21,21,20,19,22,21,7,7,7,21
25,25,25,26,25,23,24,4,4,4,25
24,24,24,24,23,20,26,5,5,5,24
24,24,24,23,20,26,24,4,4,4,24
30,30,30,30,27,17,29,5,5,5,30
27,27,27,26,28,26,26,4,4,4,27
24,24,24,25,24,29,24,5,5,5,23
26,26,26,27,29,16,25,5,5,5,26
31,31,31,30,30,30,32,5,5,5,30
24,24,24,24,24,28,24,6,6,6,24
24,24,24,22,22,30,24,5,5,5,23
25,25,25,24,28,19,24,6,6,6,25
23,23,23,21,21,22,23,5,5,5,23
27,27,27,25,27,24,27,6,6,6,27
26,26,26,27,25,21,26,5,5,5,25
25,25,25,24,26,25,25,6,6,6,25
24,24,24,24,21,21,24,6,6,6,24
33,33,33,32,30,25,33,5,5,5,33
27,27,27,28,29,23,26,6,6,6,27
31,31,31,30,29,29,31,5,5,5,30
22,22,22,22,22,22,23,6,6,6,22
25,25,25,23,26,24,25,5,5,5,25
19,19,19,19,19,32,18,6,6,6,19
26,26,26,27,27,27,27,6,6,6,26
26,26,26,24,23,25,27,6,6,6,26
28,28,28,29,29,22,27,9,9,9,28
22,22,22,20,21,28,24,12,12,12,22
24,24,24,23,22,24,23,14,14,14,24
25,25,25,23,19,26,24,12,12,12,23
22,22,22,22,25,21,22,12,12,12,22
26,26,26,26,25,28,26,14,14,14,26
27,27,27,29,27,30,27,14,14,14,26
27,27,27,27,24,25,27,14,14,14,26
24,24,24,25,26,25,24,15,15,15,24
28,28,28,27,28,25,29,15,15,15,29
25,25,25,25,23,23,25,14,14,14,25
29,29,29,30,28,25,29,14,14,14,29
28,28,28,25,24,24,28,14,14,14,28
28,28,28,29,27,26,28,14,14,14,28
23,23,23,22,24,25,23,14,14,14,23
29,29,29,30,29,29,29,15,15,15,29
22,22,22,23,24,26,22,15,15,15,22
23,23,23,23,22,20,23,14,14,14,22
20,20,20,23,21,19,20,14,14,14,21
23,23,23,22,23,21,23,14,14,14,23
24,24,24,23,21,23,23,14,14,14,24
23,23,23,23,27,21,24,14,14,14,23
24,24,24,24,24,23,25,15,15,15,24
20,20,20,20,19,23,20,15,15,15,20
26,26,26,23,27,26,26,14,14,14,26
